AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeuponOutcome(Weeks)
A697358,,2015-02-26 17:50:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,18.0
A708875,Doogie,2015-10-13 07:52:00,Adoption,Foster,Dog,Neutered Male,Catahoula Mix,Blue Merle/White,9.0
A688547,Olivia,2015-01-15 09:44:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico,18.0
A710343,Seamus,2015-08-26 17:06:00,Adoption,,Dog,Neutered Male,Miniature Schnauzer/Miniature Poodle,Black,9.0
A673777,,2014-03-02 11:59:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Yellow,52.0
A689748,Bear,2014-10-13 16:47:00,Adoption,,Dog,Neutered Male,Anatol Shepherd Mix,Red/Tan,52.0
A699832,Itsy Bitsy,2015-04-09 15:30:00,Return_to_owner,,Dog,Neutered Male,Shih Tzu,Black/White,520.0
A693440,Chancellor,2015-01-10 16:37:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown/White,52.0
A664509,Dancer,2013-11-08 18:42:00,Adoption,,Dog,Spayed Female,Boxer Mix,Black/White,40.5
A669384,Freckles,2013-12-20 11:22:00,Return_to_owner,,Dog,Spayed Female,Cardigan Welsh Corgi/Rat Terrier,White/Tan,780.0
A587006,Pivo,2014-04-22 08:47:00,Adoption,Foster,Dog,Neutered Male,Australian Cattle Dog,White/Black,260.0
A654719,Queenie,2013-10-29 18:50:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Tan/White,260.0
A694740,Dirty,2015-01-05 14:31:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Brown Brindle,104.0
A709212,Nala,2015-09-22 14:19:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,31.5
A688423,Gunner,2014-09-27 12:42:00,Adoption,,Dog,Neutered Male,Border Collie Mix,White/Black,52.0
A701478,,2015-04-30 19:00:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,1.0
A719464,Ella,2016-01-23 18:52:00,Return_to_owner,,Dog,Spayed Female,Australian Shepherd Mix,Brown/Tan,52.0
A688522,Snax,2014-09-28 17:20:00,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,4.5
A679472,,2014-05-24 17:17:00,Transfer,Partner,Dog,Intact Female,German Shepherd/Labrador Retriever,Brown,9.0
A679116,,2014-07-01 09:16:00,Adoption,Foster,Cat,Neutered Male,Manx Mix,Black,13.5
A655608,Neron,2013-10-23 17:23:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Blue/Cream,260.0
A688839,Wilson,2015-02-16 13:08:00,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Black/White,52.0
A673613,Milo,2014-03-26 18:42:00,Adoption,Foster,Dog,Neutered Male,Miniature Schnauzer Mix,White/Buff,9.0
A679663,,2014-06-17 13:46:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Brown,4.5
A675016,Marley,2014-03-25 19:00:00,Adoption,,Dog,Spayed Female,Miniature Poodle Mix,Cream,52.0
A681522,Toadstool,2014-06-24 11:07:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tan/White,312.0
A689456,Mary Lou,2014-10-16 12:23:00,Adoption,Foster,Dog,Spayed Female,Australian Cattle Dog/Cardigan Welsh Corgi,Blue Merle,104.0
A671164,,2014-01-25 17:09:00,Transfer,Partner,Dog,Neutered Male,Dalmatian Mix,White/Black,22.5
A693012,Orlando,2014-12-05 17:12:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Black/White,52.0
A665085,Blue,2014-07-19 14:38:00,Adoption,Foster,Dog,Neutered Male,Pit Bull Mix,White/Brown,52.0
A690642,Molly,2015-05-24 11:24:00,Transfer,Partner,Dog,Intact Female,Bull Terrier Mix,White/Brown Brindle,49.5
A714119,Klause,2015-10-31 12:03:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Brown/Black,9.0
A717188,Lennon,2015-12-04 11:07:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black,468.0
A705390,Baby Girl,2015-06-23 17:53:00,Return_to_owner,,Dog,Spayed Female,Staffordshire Mix,Tan,104.0
A576186,Rocco,2014-06-08 18:15:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,208.0
A693361,,2014-12-10 18:29:00,Adoption,,Dog,Neutered Male,Miniature Poodle Mix,Black,208.0
A710934,Bella,2015-09-16 11:06:00,Transfer,Partner,Cat,Spayed Female,Domestic Longhair Mix,Black,104.0
A708922,Ruby,2015-08-02 16:39:00,Euthanasia,Suffering,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate,728.0
A695028,,2015-01-11 18:55:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,13.5
A682596,,2014-07-14 16:17:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,18.0
A704198,,2015-06-02 14:20:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black,4.5
A702969,Briana,2015-05-22 14:19:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,3.0
A699963,Kenga Roo-Ro,2015-04-11 17:30:00,Adoption,,Dog,Spayed Female,Pit Bull/Queensland Heeler,Brown Brindle/White,36.0
A692930,Johnny,2014-12-24 12:26:00,Transfer,Partner,Dog,Intact Male,Catahoula Mix,Brown Merle,156.0
A711021,Charlie,2015-09-07 14:57:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Black/White,9.0
A671913,Joe,2014-02-12 11:39:00,Euthanasia,Rabies Risk,Dog,Neutered Male,Border Collie Mix,Black/White,52.0
A670903,,2014-01-17 13:22:00,Transfer,Partner,Dog,Neutered Male,Australian Shepherd Mix,Blue Merle/Tan,9.0
A692981,,2014-12-04 18:02:00,Adoption,,Dog,Spayed Female,Dachshund/Chihuahua Shorthair,White,9.0
A719365,,2016-01-22 17:11:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Brown/Black,208.0
A678193,Icy,2014-05-10 12:52:00,Transfer,Partner,Dog,Spayed Female,Chinese Crested/Chihuahua Longhair,White/Black,104.0
A708364,,2015-11-25 20:19:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,40.5
A679076,,2014-05-16 16:19:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,3.0
A559477,Mento,2015-11-12 18:04:00,Transfer,Partner,Dog,Intact Male,English Bulldog,Tan/White,364.0
A668601,Minnie,2014-01-04 13:27:00,Transfer,Partner,Dog,Spayed Female,Black/Tan Hound Mix,Black/Tan,104.0
A668345,,2013-12-03 15:46:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/Tortie,52.0
A679470,,2014-05-24 17:16:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever/German Shepherd,Brown/Black,9.0
A716081,Baby Bear,2015-12-02 00:00:00,Transfer,Partner,Dog,Intact Male,Pomeranian Mix,Buff,104.0
A690854,Khaleesi,2014-11-07 17:10:00,Return_to_owner,,Dog,Spayed Female,Australian Shepherd/English Springer Spaniel,Brown Brindle/White,40.5
A701803,,2015-05-05 11:46:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,3.0
A672368,Abby,2014-02-17 15:10:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Tan,364.0
A682554,,2014-06-30 10:43:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,4.5
A679157,,2014-06-30 17:15:00,Adoption,Foster,Dog,Neutered Male,Labrador Retriever/German Shepherd,Cream/White,4.5
A692593,Carson,2014-11-30 17:55:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black/White,22.5
A715861,Molly,2015-11-30 00:00:00,Transfer,Partner,Dog,Spayed Female,Pug/Chihuahua Shorthair,Brown,104.0
A700569,Willie,2015-04-24 00:00:00,Adoption,,Dog,Neutered Male,Pembroke Welsh Corgi/Dachshund,Black/White,52.0
A711460,,2015-09-07 16:19:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,1.0
A686315,Smoosh,2014-09-27 12:57:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Pit Bull,White/Tan,52.0
A705853,,2015-06-29 16:35:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,4.5
A718414,Tito,2016-01-07 21:15:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Black,312.0
A669881,Cloud,2014-01-05 18:37:00,Adoption,,Dog,Spayed Female,Labrador Retriever,White,52.0
A683869,Balboa,2014-08-23 13:01:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,9.0
A702539,Annie,2015-07-11 14:16:00,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Black,9.0
A685890,Winnie,2014-08-18 18:20:00,Adoption,,Dog,Spayed Female,Border Terrier Mix,Brown/White,36.0
A680301,Cleo,2014-07-12 16:07:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Red,52.0
A668746,Luckey,2013-12-10 18:17:00,Adoption,,Cat,Intact Male,Domestic Medium Hair Mix,Blue Tabby,104.0
A681012,Guero,2014-06-14 18:49:00,Return_to_owner,,Dog,Neutered Male,Dachshund Longhair Mix,Tan,36.0
A698757,Fluffy,2015-03-21 14:43:00,Return_to_owner,,Dog,Neutered Male,Great Pyrenees/Anatol Shepherd,White/Black,156.0
A694228,Bruno,2015-01-28 16:10:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,White/Brown Brindle,52.0
A719231,Prince,2016-01-19 12:19:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Black Brindle/Brown,104.0
A669179,,2013-12-18 11:47:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Tan/White,9.0
A716153,Roscoe,2015-11-22 11:09:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/Yellow,45.0
A679964,Maddie,2014-06-04 15:06:00,Transfer,Partner,Dog,Intact Female,Cocker Spaniel,Black/White,520.0
A672808,Barack,2014-02-21 17:26:00,Adoption,,Dog,Neutered Male,Border Collie Mix,Black/White,9.0
A678831,,2014-05-13 13:03:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,3.0
A669898,Allie,2014-01-02 17:13:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Red/White,9.0
A670632,,2014-01-11 13:20:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/Black,52.0
A696776,Chaos,2015-02-12 14:59:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Blue,156.0
A714170,Sylvester,2015-10-21 15:49:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,416.0
A664555,Rex,2013-11-28 09:16:00,Adoption,Foster,Dog,Neutered Male,Chinese Sharpei/Border Collie,Black/White,4.5
A710644,Stacy,2015-09-18 15:08:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,156.0
A597665,Asawan,2014-01-17 15:07:00,Euthanasia,Aggressive,Dog,Spayed Female,German Shepherd Mix,Brown,260.0
A696581,Buttercup,2015-02-11 17:05:00,Adoption,,Dog,Spayed Female,Rat Terrier Mix,White/Tricolor,36.0
A717993,Juan Diego,2016-01-04 13:06:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Chocolate/White,36.0
A674957,,2014-03-22 13:31:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Cream Tabby/White,260.0
A677630,,2014-04-27 12:07:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black/White,2.0
A492808,Gus,2014-09-27 16:25:00,Adoption,,Dog,Neutered Male,Chinese Sharpei/Labrador Retriever,Brown/White,416.0
A683235,X,2014-07-24 12:48:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,52.0
A694071,Magnus,2015-01-19 17:57:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Black Brindle,13.5
A703593,Mack,2015-06-11 18:52:00,Adoption,,Dog,Neutered Male,Dachshund/Rat Terrier,Black/Tan,104.0
A667078,Binx,2013-12-08 15:42:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,9.0
A698155,Shilo,2015-04-02 12:57:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Border Collie,Chocolate/White,260.0
A700911,,2015-04-21 12:00:00,Transfer,Partner,Cat,Intact Female,Siamese Mix,Seal Point,0.2857142857142857
A710516,Tulip,2015-10-20 08:34:00,Adoption,Foster,Cat,Spayed Female,Siamese Mix,Seal Point,9.0
A671138,Sylvester,2014-02-02 14:52:00,Transfer,Partner,Cat,Intact Male,Domestic Longhair Mix,White/Black,156.0
A715101,Mia,2016-01-16 16:30:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,White/Brown,52.0
A682389,Ted,2014-08-07 17:08:00,Transfer,Partner,Cat,Neutered Male,Snowshoe,Seal Point,104.0
A683813,Lilly,2014-07-26 17:32:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,208.0
A678028,,2014-05-05 14:34:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,13.5
A679362,Patches,2014-06-23 12:19:00,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Brown/White,208.0
A669424,Amelia,2014-03-15 14:18:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,White/Brown,52.0
A687129,,2014-09-01 11:47:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Brown/Black,1.0
A577584,Sheba,2014-07-26 13:16:00,Return_to_owner,,Dog,Spayed Female,Siberian Husky,Red,364.0
A666390,Remi,2015-05-25 17:16:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White,156.0
A691248,Beau,2014-11-03 15:24:00,Transfer,Partner,Dog,Neutered Male,Chinese Sharpei,Black,45.0
A704496,,2015-06-05 16:04:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever/Plott Hound,Black/White,4.5
A688848,Diane,2014-12-05 17:32:00,Adoption,,Dog,Spayed Female,Jack Russell Terrier Mix,Red Tick,416.0
A681985,Peekaboo,2014-06-26 16:17:00,Transfer,Partner,Cat,Intact Female,Siamese Mix,Calico Point,9.0
A672650,Jefferson,2014-04-27 18:31:00,Adoption,,Dog,Neutered Male,Australian Cattle Dog/Pointer,Black/Blue Merle,52.0
A684634,Mila,2014-08-23 16:41:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog/Labrador Retriever,Chocolate/Red Tick,52.0
A679279,Cheeco,2014-05-20 18:33:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,156.0
A678003,,2014-05-11 17:38:00,Transfer,Partner,Dog,Intact Male,American Bulldog Mix,Black/White,13.5
A692219,Jelly Bean,2014-11-25 18:37:00,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Calico,104.0
A710776,Boy,2015-09-07 12:41:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Black Brindle/White,208.0
A699725,Max,2015-05-04 11:06:00,Return_to_owner,,Dog,Neutered Male,Jack Russell Terrier,White/Tan,22.5
A682059,Butters,2014-07-30 11:59:00,Adoption,Foster,Cat,Neutered Male,Manx Mix,Orange Tabby,9.0
A672084,Luz,2014-02-03 17:20:00,Return_to_owner,,Dog,Spayed Female,Australian Shepherd/Labrador Retriever,White/Brown Brindle,52.0
A701142,,2015-04-24 15:52:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Calico,1.0
A678348,Maybe,2014-07-12 20:23:00,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Orange Tabby/White,13.5
A700724,Jellybean,2015-04-19 17:32:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair/Rat Terrier,Chocolate/Tan,52.0
A700377,Jordan,2015-04-14 17:38:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,104.0
A703175,Turner,2015-05-30 19:17:00,Adoption,Offsite,Dog,Neutered Male,Glen Of Imaal/Ibizan Hound,Gray/Red,156.0
A712525,,2015-09-24 18:24:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,3.0
A540171,Chester,2015-08-03 11:34:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair,Black,312.0
A681271,,2014-06-14 16:16:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Cream Tabby,3.0
A697930,,2015-03-07 09:36:00,Euthanasia,Rabies Risk,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/Gray,624.0
A689419,Lucy,2014-10-14 14:56:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,104.0
A691378,Emma,2014-11-15 13:30:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Blue/White,156.0
A677278,Biskit,2014-05-17 11:25:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,52.0
A680923,Apollo,2014-06-10 15:45:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie/White,520.0
A667178,Belle,2015-05-04 17:45:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Blue/White,104.0
A373219,Ella,2014-08-05 16:16:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,260.0
A685905,,2014-08-18 18:55:00,Adoption,,Dog,Spayed Female,Dachshund Mix,Black/Brown,9.0
A679575,Hooper,2014-12-13 13:39:00,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,Brown Brindle/White,156.0
A672485,,2016-01-28 12:18:00,Transfer,Partner,Dog,Neutered Male,Rat Terrier Mix,White/Tan,104.0
A668534,Wilson,2013-12-06 16:35:00,Transfer,Partner,Dog,Intact Male,Border Collie Mix,Tricolor,9.0
A699486,,2015-04-01 09:15:00,Died,In Kennel,Cat,Intact Female,Domestic Longhair Mix,Chocolate,52.0
A674205,Ollie,2014-03-15 11:05:00,Transfer,Partner,Dog,Neutered Male,Beagle Mix,Black/Tan,624.0
A717537,Peppermint,2015-12-13 17:48:00,Adoption,,Dog,Spayed Female,Dachshund Mix,Tricolor,27.0
A685094,Charlotte,2014-08-10 17:16:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Black,13.5
A704053,Candy,2015-06-07 17:23:00,Died,In Surgery,Dog,Intact Female,Great Pyrenees Mix,White/Pink,104.0
A716073,Hunter,2015-11-16 14:15:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Black,36.0
A581356,Mr. Potato,2014-03-17 11:31:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,156.0
A695432,,2015-01-16 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White,52.0
A697821,,2015-03-06 11:25:00,Transfer,Partner,Dog,Spayed Female,Maltese Mix,White,104.0
A689062,Lita,2014-10-19 09:42:00,Euthanasia,Aggressive,Dog,Intact Female,Pit Bull/Chinese Sharpei,Brown Brindle/White,260.0
A698593,,2015-03-16 17:56:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,52.0
A714916,Rachelle,2015-11-22 18:32:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,9.0
A702862,,2015-05-20 11:56:00,Transfer,Partner,Dog,Spayed Female,Lhasa Apso Mix,Tan/Black,104.0
A704516,,2015-06-05 18:20:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tricolor,1.0
A682584,,2014-07-13 16:48:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,52.0
A703343,,2015-05-23 15:45:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,1.0
A683848,Sugar Foot,2014-07-23 16:42:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,156.0
A709305,,2015-08-08 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,18.0
A711289,,2015-09-09 17:06:00,Adoption,,Dog,Spayed Female,Miniature Poodle Mix,White,52.0
A718524,,2016-01-06 10:37:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever/Great Pyrenees,Tricolor,22.5
A649773,Tit Tat,2015-04-08 11:21:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,104.0
A664196,Sammie,2014-03-05 09:10:00,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,Black Brindle/White,416.0
A695227,,2015-01-15 18:53:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,13.5
A708247,,2015-07-25 18:08:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Gray,780.0
A681185,Marcel,2014-08-08 18:19:00,Adoption,,Cat,Neutered Male,Domestic Longhair Mix,Brown Tabby,13.5
A693291,,2014-12-09 17:53:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Brown/White,9.0
A709062,,2015-08-08 17:38:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Chocolate,9.0
A669119,Jesse James,2013-12-22 11:52:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Black/White,104.0
A669471,,2013-12-29 14:02:00,Transfer,Partner,Cat,Neutered Male,Himalayan Mix,Black/Black Smoke,156.0
A708412,,2015-07-27 15:38:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,3.0
A668224,Bear,2014-01-14 16:36:00,Adoption,,Dog,Neutered Male,Pit Bull/Beagle,Brown Brindle/White,156.0
A705869,Catsy Cline,2015-07-23 18:42:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,9.0
A592707,Sarang,2015-01-02 14:02:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,260.0
A663953,Grumpy,2013-10-14 15:42:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Black/White,22.5
A677722,,2014-05-01 16:20:00,Return_to_owner,,Dog,Intact Female,German Shepherd/Swedish Vallhund,Sable/Tan,52.0
A716166,Mouse,2015-11-27 18:33:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,9.0
A698653,Dewi,2015-03-19 17:02:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,52.0
A684539,Toothless,2014-08-24 15:11:00,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Black Smoke,9.0
A708261,,2015-07-25 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,18.0
A699587,Paisley,2015-04-03 17:26:00,Adoption,,Dog,Spayed Female,Miniature Poodle Mix,White,104.0
A688855,Lucky,2015-06-15 14:26:00,Return_to_owner,,Dog,Neutered Male,German Shepherd/Pit Bull,Tan/White,208.0
A693964,Rocky,2014-12-28 11:42:00,Return_to_owner,,Dog,Neutered Male,Miniature Schnauzer/Miniature Poodle,White,104.0
A675562,Boots,2014-04-01 12:19:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,45.0
A658595,Jojo,2013-10-29 10:18:00,Adoption,Foster,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Brown,676.0
A673535,Astro,2014-02-25 18:32:00,Return_to_owner,,Dog,Neutered Male,Rat Terrier/Australian Cattle Dog,Tricolor,156.0
A695881,Bruno,2015-02-21 15:20:00,Transfer,Partner,Dog,Neutered Male,Rottweiler,Black/Brown,260.0
A674603,Cinnamon,2014-03-25 15:53:00,Return_to_owner,,Dog,Spayed Female,Rat Terrier/Beagle,Brown/White,624.0
A718591,Cricket,2016-01-11 18:28:00,Adoption,,Dog,Intact Female,Labrador Retriever/Beagle,Tan/White,52.0
A709782,Stella,2015-08-19 17:13:00,Transfer,Partner,Dog,Spayed Female,Parson Russell Terrier Mix,White/Brown,416.0
A683288,Michaelscott,2014-08-21 16:10:00,Adoption,Foster,Cat,Neutered Male,Siamese Mix,Lynx Point,13.5
A707961,,2015-07-21 12:59:00,Transfer,Partner,Cat,Unknown,Snowshoe Mix,Blue Point,2.0
A675131,Monty,2014-04-03 17:50:00,Adoption,,Dog,Neutered Male,Miniature Schnauzer/Scottish Terrier,Black/White,52.0
A699775,,2015-04-02 17:26:00,Transfer,Partner,Dog,Intact Male,Australian Shepherd/Anatol Shepherd,Blue Merle,4.5
A693874,Zach,2014-12-21 18:55:00,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby,9.0
A693940,Bricks,2015-01-11 17:54:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue,156.0
A674182,Gordo,2014-03-16 11:57:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Brown,208.0
A673038,Dejah,2014-03-03 17:52:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor,104.0
A692068,Lika,2014-11-17 16:11:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,Brown Brindle/White,312.0
A672005,Hazel,2014-02-07 15:00:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever/Pointer,Chocolate/White,52.0
A720115,,2016-02-14 18:24:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Sable,31.5
A678838,Pringle,2014-05-24 16:03:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black,45.0
A703579,Lupe,2015-05-27 15:59:00,Return_to_owner,,Dog,Spayed Female,German Shepherd Mix,Brown,468.0
A548948,Ivory,2014-08-09 14:57:00,Euthanasia,Suffering,Dog,Spayed Female,Pit Bull Mix,White/Tan,364.0
A703684,,2015-08-08 13:21:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,13.5
A707746,Berkley,2015-08-25 18:32:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,9.0
A671982,Ebee,2014-02-03 13:07:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,208.0
A683454,,2014-07-12 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,52.0
A698489,Spot,2015-05-12 17:55:00,Adoption,Foster,Dog,Neutered Male,Pit Bull Mix,White/Black,9.0
